FIPS_city,St,City,County,Pop_2005,Latitude,Longitude
3709060,NC,Burlington,"Alamance, Guilford",47592,36.0844,-79.447234
3710740,NC,Cary,"Chatham, Wake",106439,35.783411,-78.79892
3711800,NC,Chapel Hill,"Durham, Orange",49543,35.927613,-79.040627
3712000,NC,Charlotte,Mecklenburg,610949,35.19755,-80.834514
3714100,NC,Concord,Cabarrus,61092,35.407333,-80.594311
3719000,NC,Durham,"Durham, Orange, Wake",204845,35.980433,-78.914969
3722920,NC,Fayetteville,Cumberland,129928,35.07165,-78.89924
3725580,NC,Gastonia,Gaston,68964,35.25275,-81.171507
3726880,NC,Goldsboro,Wayne,38670,35.3738,-77.976109
3728000,NC,Greensboro,Guilford,231962,36.0789,-79.826888
3728080,NC,Greenville,Pitt,69517,35.599826,-77.374398
3731060,NC,Hickory,"Burke, Caldwell, Catawba",40232,35.7392,-81.326216
3731400,NC,High Point,"Davidson, Forsyth, Guilford, Randolph",95086,35.9813,-79.998156
3733120,NC,Huntersville,Mecklenburg,36377,35.415803,-80.845085
3734200,NC,Jacksonville,Onslow,62628,34.76435,-77.404146
3735200,NC,Kannapolis,"Cabarrus, Rowan",39041,35.49115,-80.620364
3743920,NC,Monroe,Union,29987,34.987064,-80.541826
3755000,NC,Raleigh,"Durham, Wake",341530,35.82195,-78.658753
3757500,NC,Rocky Mount,"Edgecombe, Nash",56626,35.957311,-77.810201
3758860,NC,Salisbury,Rowan,27563,35.6665,-80.482902
3774440,NC,Wilmington,New Hanover,95476,34.21245,-77.911299
3774540,NC,Wilson,Wilson,46967,35.731769,-77.924457
3775000,NC,Winston-Salem,Forsyth,193755,36.1021,-80.26291
3807200,ND,Bismarck,Burleigh,57377,46.805467,-100.767298
3825700,ND,Fargo,Cass,90672,46.876633,-96.817112
3832060,ND,Grand Forks,Grand Forks,49792,47.9169,-97.072006
3853380,ND,Minot,Ward,34984,48.233706,-101.296102
3901000,OH,Akron,Summit,210795,41.0804,-81.521499
3903828,OH,Barberton,Summit,27192,41.01195,-81.605694
3904720,OH,Beavercreek,Greene,39655,39.7293,-84.062375
3907972,OH,Bowling Green,Wood,29793,41.37645,-83.649462
3909680,OH,Brunswick,Medina,35159,41.245667,-81.821167
3912000,OH,Canton,Stark,79478,40.8122,-81.373265
3915000,OH,Cincinnati,Hamilton,308728,39.139801,-84.505957
3916000,OH,Cleveland,Cuyahoga,452208,41.4797,-81.678511
3916014,OH,Cleveland Heights,Cuyahoga,48029,41.5096,-81.563455
3918000,OH,Columbus,"Delaware, Fairfield, Franklin",730657,39.988933,-82.987381
3919778,OH,Cuyahoga Falls,Summit,50494,41.168981,-81.522573
3921000,OH,Dayton,Montgomery,158873,39.779067,-84.197357
3921434,OH,Delaware,Delaware,31322,40.298664,-83.081343
3922694,OH,Dublin,"Delaware, Franklin, Union",34964,40.118433,-83.132926
3923380,OH,East Cleveland,Cuyahoga,25708,41.531233,-81.580165
3925256,OH,Elyria,Lorain,56061,41.379867,-82.105581
3925704,OH,Euclid,Cuyahoga,49619,41.592267,-81.519442
3925914,OH,Fairborn,Greene,31650,39.80445,-84.017497
3925970,OH,Fairfield,"Butler, Hamilton",42294,39.3311,-84.542897
3927048,OH,Findlay,Hancock,39118,41.043011,-83.642183
3929106,OH,Gahanna,Franklin,33077,40.025033,-82.875001
3929428,OH,Garfield Heights,Cuyahoga,29042,41.419686,-81.604008
3932592,OH,Grove City,Franklin,30892,39.873128,-83.074693
3933012,OH,Hamilton,Butler,61943,39.39075,-84.564099
3936610,OH,Huber Heights,"Miami, Montgomery",38089,39.85585,-84.112254
3939872,OH,Kent,Portage,28135,41.147067,-81.362487
3940040,OH,Kettering,"Greene, Montgomery",55481,39.695852,-84.150076
3941664,OH,Lakewood,Cuyahoga,53244,41.483769,-81.801538
3941720,OH,Lancaster,Fairfield,36063,39.722323,-82.599186
3943554,OH,Lima,Allen,38608,40.74325,-84.111399
3944856,OH,Lorain,Lorain,67820,41.44155,-82.183399
3947138,OH,Mansfield,Richland,50615,40.762838,-82.526894
3947306,OH,Maple Heights,Cuyahoga,24739,41.40885,-81.562835
3947754,OH,Marion,Marion,36494,40.584931,-83.127921
3948244,OH,Massillon,Stark,32150,40.78665,-81.520073
3948790,OH,Medina,Medina,26461,41.136192,-81.867374
3949056,OH,Mentor,Lake,51485,41.691526,-81.334452
3949840,OH,Middle,"Butler, Warren",51472,39.5057,-84.373579
3954040,OH,Newark,Licking,47301,40.067664,-82.423369
3956882,OH,North Olmsted,Cuyahoga,32653,41.4147,-81.920474
3957008,OH,North Royalton,Cuyahoga,29538,41.312417,-81.745142
3961000,OH,Parma,Cuyahoga,81469,41.38355,-81.729443
3966390,OH,Reynoldsburg,"Fairfield, Franklin, Licking",33059,39.955483,-82.79916
3970380,OH,Sandusky,Erie,26666,41.455881,-82.714369
3971682,OH,Shaker Heights,Cuyahoga,27723,41.4756,-81.547799
3974118,OH,Springfield,Clark,63302,39.9268,-83.796586
3974944,OH,Stow,Summit,34404,41.176567,-81.436398
3975098,OH,Strongsville,Cuyahoga,43949,41.3127,-81.83212
3977000,OH,Toledo,Lucas,301285,41.66395,-83.581649
3977504,OH,Trotwood,Montgomery,26608,39.8028,-84.30454
3979002,OH,Upper Arlington,Franklin,31550,40.02655,-83.070511
3980892,OH,Warren,Trumbull,45796,41.23805,-80.816899
3983342,OH,Westerville,"Delaware, Franklin",34722,40.1212,-82.917604
3983622,OH,Westlake,Cuyahoga,31331,41.454395,-81.928795
3988000,OH,Youngs,"Mahoning, Trumbull",82837,41.0991,-80.646389
3988084,OH,Zanesville,Muskingum,25253,39.952438,-82.011983
4004450,OK,Bartlesville,"Osage, Washington",34734,36.737821,-95.948237
4009050,OK,Broken Arrow,"Tulsa, Wagoner",86228,36.03752,-95.78718
4023200,OK,Edmond,Oklahoma,74881,35.672,-97.41317
4023950,OK,Enid,Garfield,46416,36.4086,-97.868149
4041850,OK,Lawton,Comanche,90234,34.6004,-98.422821
4048350,OK,Midwest City,Oklahoma,54890,35.4626,-97.369385
4049200,OK,Moore,Cleveland,47697,35.329496,-97.474699
4050050,OK,Muskogee,Muskogee,39766,35.748509,-95.351878
4052500,OK,Norman,Cleveland,101719,35.22545,-97.343987
4055000,OK,Oklahoma City,"Canadian, Cleveland, Oklahoma, Pottawatomie",531324,35.46705,-97.513491
4059850,OK,Ponca City,"Kay, Osage",25070,36.723637,-97.068813
4066800,OK,Shawnee,Pottawatomie,29824,35.365332,-96.96886
4070300,OK,Stillwater,Payne,40906,36.131018,-97.07169
4075000,OK,Tulsa,"Osage, Rogers, Tulsa, Wagoner",382457,36.12775,-95.916407
4101000,OR,Albany,"Benton, Linn",44797,44.617017,-123.091263
4105350,OR,Beaverton,Washington,85775,45.4755,-122.816599
4105800,OR,Bend,Deschutes,67152,44.066047,-121.311048
4115800,OR,Corvallis,Benton,49553,44.571006,-123.276033
4123850,OR,Eugene,Lane,144515,44.053,-123.112172
4130550,OR,Grants Pass,Josephine,28882,42.441234,-123.324286
4131250,OR,Gresham,Multnomah,96072,45.50385,-122.438224
4134100,OR,Hillsboro,Washington,84533,45.527679,-122.939055
4138500,OR,Keizer,Marion,34644,45.003983,-123.021202
4140550,OR,Lake Oswego,"Clackamas, Multnomah, Washington",36502,45.4122,-122.698118
4145000,OR,McMinnville,Yamhill,29646,45.21121,-123.190248
4147000,OR,Medford,Jackson,70147,42.3398,-122.853099
4155200,OR,Oregon City,Clackamas,30221,45.344905,-122.596815
4159000,OR,Portland,"Clackamas, Multnomah, Washington",533427,45.53825,-122.656496
4164900,OR,Salem,"Marion, Polk",148751,44.9245,-123.022057
4169600,OR,Springfield,Lane,55641,44.052917,-122.977072
4173650,OR,Tigard,Washington,47968,45.425,-122.773936
4202000,PA,Allen,Lehigh,106992,40.596333,-75.477665
4202184,PA,Altoona,Blair,47176,40.50785,-78.401285
4206064,PA,Bethel Park,Allegheny,32313,40.3236,-80.036062
4206088,PA,Bethlehem,"Lehigh, Northampton",72895,40.6267,-75.368049
4213208,PA,Chester,Delaware,37058,39.84545,-75.372202
4221648,PA,Easton,Northampton,26267,40.6863,-75.220578
4224000,PA,Erie,Erie,102612,42.12585,-80.086596
4232800,PA,Harrisburg,Dauphin,47472,40.27605,-76.884503
4241216,PA,Lancaster,Lancaster,54757,40.04185,-76.301247
4252330,PA,Municipality of Monroeville,Allegheny,28175,40.426004,-79.760948
4253368,PA,New Castle,Lawrence,25030,40.995677,-80.346278
4254656,PA,Norris,Montgomery,30689,40.12215,-75.339727
4260000,PA,Philadelphia,Philadelphia,1463281,40.006817,-75.134678
4261000,PA,Pittsburgh,Allegheny,316718,40.439207,-79.976702
4261536,PA,Plum,Allegheny,26452,40.502392,-79.753953
4263624,PA,Reading,Berks,80855,40.339,-75.926423
4269000,PA,Scranton,Lackawanna,73120,41.40405,-75.666103
4273808,PA,State College,Centre,38720,40.79055,-77.857919
4285152,PA,Wilkes-Barre,Luzerne,41337,41.2464,-75.875802
4285312,PA,Williamsport,Lycoming,30112,41.2389,-77.037743
4287048,PA,York,York,40418,39.9645,-76.731805
4419180,RI,Cranston,Providence,81614,41.76665,-71.481108
4422960,RI,East Providence,Providence,49515,41.8002,-71.359488
4449960,RI,Newport,Newport,25340,41.483146,-71.320265
4454640,RI,Pawtucket,Providence,73742,41.8733,-71.374322
4459000,RI,Providence,Providence,176862,41.82195,-71.419732
4474300,RI,Warwick,Kent,87233,41.7022,-71.421854
4480780,RI,Woonsocket,Providence,44328,41.999883,-71.500378
4500550,SC,Aiken,Aiken,27490,33.540832,-81.728365
4501360,SC,Anderson,Anderson,25899,34.518567,-82.645779
4513330,SC,Charleston,"Berkeley, Charleston",106712,32.78525,-79.994024
4516000,SC,Columbia,"Lexington, Richland",117088,34.039236,-80.886341
4525810,SC,Florence,Florence,31269,34.181,-79.780399
4529815,SC,Goose Creek,"Berkeley, Charleston",32516,32.987477,-79.99868
4530850,SC,Greenville,Greenville,56676,34.83865,-82.371555
4534045,SC,Hilton Head Island,Beaufort,34497,32.195672,-80.745626
4548535,SC,Mount Pleasant,Charleston,57932,32.82312,-79.86383
4550875,SC,North Charleston,"Berkeley, Charleston, Dorchester",86313,32.905317,-80.041414
4561405,SC,Rock Hill,York,59554,34.9393,-81.028449
4568290,SC,Spartanburg,Spartanburg,38379,34.944888,-81.928319
4570270,SC,Summerville,"Berkeley, Charleston, Dorchester",37714,33.00424,-80.178861
4570405,SC,Sumter,Sumter,39679,33.944365,-80.392472
4652980,SC,Rapid City,Pennington,62167,44.075201,-103.232802
4659020,SC,Sioux Falls,"Lincoln, Minnehaha",139517,43.544201,-96.7301
4703440,TN,Bartlett,Shelby,43263,35.215512,-89.835329
4708280,TN,Brentwood,Williamson,32426,35.996727,-86.787725
4708540,TN,Bristol,Sullivan,24994,36.567793,-82.197363
4714000,TN,Chattanooga,"Hamilton, Marion",154762,35.066209,-85.256956
4715160,TN,Clarksville,Montgomery,112878,36.561139,-87.347305
4715400,TN,Cleveland,Bradley,38186,35.177558,-84.867544
4716420,TN,Collierville,Shelby,37564,35.055257,-89.678514
4716540,TN,Columbia,Maury,33777,35.622451,-87.048952
4716920,TN,Cookeville,Putnam,27743,36.156856,-85.505411
4727740,TN,Franklin,Williamson,53311,35.92941,-86.841982
4728960,TN,German,Shelby,37480,35.088867,-89.791699
4733280,TN,Hendersonville,Sumner,44876,36.293967,-86.603513
4737640,TN,Jackson,Madison,62099,35.633701,-88.828528
4738320,TN,Johnson City,"Carter, Sullivan, Washington",58718,36.3314,-82.368724
4739560,TN,Kingsport,"Hawkins, Sullivan",44130,36.52955,-82.556859
4740000,TN,Knoxville,Knox,180130,35.97455,-83.946288
4748000,TN,Memphis,Shelby,672277,35.1056,-90.006991
4750280,TN,Morris,"Hamblen, Jefferson",26187,36.21465,-83.295982
4751560,TN,Murfreesboro,Rutherford,86793,35.853391,-86.394592
4752006,TN,Nashville,Davidson,549110,36.17155,-86.784829
4755120,TN,Oak Ridge,"Anderson, Roane",27297,35.962739,-84.296156
4769420,TN,Smyrna,Rutherford,33497,35.982617,-86.517241
4801000,TX,Abilene,"Jones, Taylor",114757,32.4545,-99.738973
4801924,TX,Allen,Collin,69222,33.109683,-96.669479
4803000,TX,Amarillo,"Potter, Randall",183021,35.20255,-101.818682
4804000,TX,Arlington,Tarrant,362805,32.694501,-97.12751
4805000,TX,Austin,"Hays, Travis, Williamson",690252,30.30588,-97.750522
4806128,TX,Bay,"Chambers, Harris",68371,29.748483,-94.968959
4807000,TX,Beaumont,Jefferson,111799,30.087767,-94.144463
4807132,TX,Bedford,Tarrant,48390,32.846083,-97.13442
4808236,TX,Big Spring,Howard,24253,32.239977,-101.478904
4810768,TX,Brownsville,Cameron,167493,25.9251,-97.482049
4810912,TX,Bryan,Brazos,66306,30.66855,-96.365206
4813024,TX,Carrollton,"Collin, Dallas, Denton",118870,32.988141,-96.89671
4813492,TX,Cedar Hill,"Dallas, Ellis",41582,32.580276,-96.957623
4813552,TX,Cedar Park,"Travis, Williamson",48139,30.51457,-97.830813
4815364,TX,Cleburne,Johnson,29184,32.349253,-97.406338
4815976,TX,College Station,Brazos,72388,30.6005,-96.312351
4816432,TX,Conroe,Montgomery,47042,30.32332,-95.471373
4816612,TX,Coppell,"Dallas, Denton",38704,32.962949,-96.990456
4816624,TX,Copperas Cove,"Bell, Coryell, Lampasas",30643,31.11875,-97.901783
4817000,TX,Corpus Christi,"Aransas, Kleberg, Nueces, San Patricio",283474,27.705728,-97.292827
4819000,TX,Dallas,"Collin, Dallas, Denton, Kaufman, Rockwall",1213825,32.794151,-96.765249
4819624,TX,Deer Park,Harris,28993,29.690389,-95.115313
4819792,TX,Del Rio,Val Verde,36020,29.376347,-100.895659
4819972,TX,Denton,Denton,104153,33.214204,-97.130942
4820092,TX,DeSoto,Dallas,44653,32.5992,-96.86255
4821628,TX,Duncanville,Dallas,35150,32.645867,-96.913467
4822660,TX,Edinburg,Hidalgo,62735,26.2958,-98.164874
4824000,TX,El Paso,El Paso,598590,31.84925,-106.437549
4824768,TX,Euless,Tarrant,51226,32.849108,-97.077296
4825452,TX,Farmers Branch,Dallas,26487,32.926801,-96.878919
4826232,TX,Flower Mound,"Dallas, Denton, Tarrant",63526,33.028333,-97.092668
4827000,TX,Fort Worth,"Denton, Parker, Tarrant, Wise",624067,32.753901,-97.336249
4827648,TX,Friendswood,"Galveston, Harris",33094,29.512299,-95.197722
4827684,TX,Frisco,"Collin, Denton",70793,33.144503,-96.812957
4828068,TX,Galveston,Galveston,57466,29.229337,-94.892064
4829000,TX,Garland,"Collin, Dallas, Rockwall",216346,32.9108,-96.6293
4829336,TX,George,Williamson,39015,30.647568,-97.686263
4830464,TX,Grand Prairie,"Dallas, Ellis, Tarrant",144337,32.692239,-97.016653
4830644,TX,Grapevine,"Dallas, Denton, Tarrant",47460,32.933498,-97.071677
4831928,TX,Haltom City,Tarrant,39875,32.8176,-97.27065
4832372,TX,Harlingen,Cameron,62318,26.1953,-97.686274
4835000,TX,Houston,"Fort Bend, Harris, Montgomery",2016582,29.7687,-95.386728
4835528,TX,Huntsville,Walker,36699,30.711896,-95.549817
4835576,TX,Hurst,Tarrant,37967,32.835501,-97.179882
4837000,TX,Irving,Dallas,193649,32.857685,-96.969338
4838632,TX,Keller,Tarrant,35706,32.93015,-97.226081
4839148,TX,Killeen,Bell,100233,31.0983,-97.717219
4839352,TX,Kingsville,Kleberg,24740,27.508923,-97.860738
4840588,TX,Lake Jackson,Brazoria,27386,29.041858,-95.446326
4841212,TX,Lancaster,Dallas,32233,32.595619,-96.781045
4841440,TX,La Porte,Harris,33136,29.666553,-95.044664
4841464,TX,Laredo,Webb,208754,27.5343,-99.486599
4841980,TX,League City,"Galveston, Harris",61490,29.485611,-95.107462
4842508,TX,Lewisville,"Dallas, Denton",90348,33.041663,-96.982918
4843888,TX,Longview,"Gregg, Harrison",75609,32.517742,-94.76228
4845000,TX,Lubbock,Lubbock,209737,33.57585,-101.875374
4845072,TX,Lufkin,Angelina,33522,31.333518,-94.726135
4845384,TX,McAllen,Hidalgo,123622,26.2155,-98.239316
4845744,TX,McKinney,Collin,96581,33.200942,-96.654871
4846452,TX,Mansfield,"Ellis, Johnson, Tarrant",37976,32.567113,-97.117367
4847892,TX,Mesquite,"Dallas, Kaufman",129902,32.769001,-96.5998
4848072,TX,Midland,"Martin, Midland",99227,32.026491,-102.100151
4848768,TX,Mission,Hidalgo,60146,26.21145,-98.316887
4848804,TX,Missouri City,"Fort Bend, Harris",69941,29.572302,-95.536728
4850256,TX,Nacogdoches,Nacogdoches,30806,31.614977,-94.651909
4850820,TX,New Braunfels,"Comal, Guadalupe",47168,29.704347,-98.117429
4852356,TX,North Richland Hills,Tarrant,61115,32.860144,-97.219073
4853388,TX,Odessa,"Ector, Midland",93546,31.874433,-102.348341
4855080,TX,Paris,Lamar,26539,33.666636,-95.547623
4856000,TX,Pasadena,Harris,143852,29.6606,-95.152021
4856348,TX,Pearland,"Brazoria, Fort Bend, Harris",56790,29.555595,-95.275493
4857200,TX,Pharr,Hidalgo,58986,26.18195,-98.18848
4858016,TX,Plano,"Collin, Denton",250096,33.046201,-96.746664
4858820,TX,Port Arthur,"Jefferson, Orange",56684,29.826667,-93.93463
4861796,TX,Richardson,"Collin, Dallas",99187,32.972751,-96.709846
4863500,TX,Round Rock,"Travis, Williamson",86316,30.517477,-97.672068
4863572,TX,Rowlett,"Dallas, Rockwall",53664,32.908103,-96.549956
4864472,TX,San Angelo,Tom Green,88014,31.44605,-100.452424
4865000,TX,San Antonio,"Bexar, Comal",1256509,29.45765,-98.505355
4865516,TX,San Juan,Hidalgo,30773,26.1913,-98.154119
4865600,TX,San Marcos,"Caldwell, Guadalupe, Hays",46111,29.880178,-97.929043
4867496,TX,Sherman,Grayson,36790,33.618335,-96.609456
4868636,TX,Socorro,El Paso,29685,31.638744,-106.269691
4870808,TX,Sugar Land,Fort Bend,75754,29.618777,-95.616183
4872176,TX,Temple,Bell,55447,31.097658,-97.363458
4872368,TX,Texarkana,Bowie,35746,33.44105,-94.07243
4872392,TX,Texas City,"Chambers, Galveston",44274,29.41,-94.958312
4872530,TX,The Colony,Denton,37972,33.090942,-96.887118
4874144,TX,Tyler,Smith,91936,32.3284,-95.303599
4875428,TX,Victoria,Victoria,61790,28.8242,-96.982949
4876000,TX,Waco,McLennan,120465,31.56895,-97.183198
4877272,TX,Weslaco,Hidalgo,31442,26.161581,-97.984351
4879000,TX,Wichita Falls,"Archer, Wichita",99846,33.897933,-98.51628
4907690,UT,Bountiful,Davis,41085,40.876069,-111.865214
4913850,UT,Clearfield,Davis,27413,41.104462,-112.022612
4920120,UT,Draper,"Salt Lake, Utah",35119,40.499383,-111.863729
4943660,UT,Layton,Davis,61782,41.077976,-111.954554
4945860,UT,Logan,Cache,47357,41.74004,-111.835125
4949710,UT,Midvale,Salt Lake,27170,40.611799,-111.902252
4953230,UT,Murray,Salt Lake,44555,40.65245,-111.892461
4955980,UT,Ogden,Weber,78309,41.2279,-111.965818
4957300,UT,Orem,Utah,89713,40.298233,-111.69809
4962470,UT,Provo,Utah,113459,40.24715,-111.642674
4964340,UT,Riverton,Salt Lake,32089,40.519733,-111.945197
4965110,UT,Roy,Weber,35229,41.1726,-112.044974
4965330,UT,St. George,Washington,64201,37.078472,-113.578586
4967000,UT,Salt Lake City,Salt Lake,178097,40.777267,-111.929921
4970850,UT,South Jordan,Salt Lake,40209,40.558767,-111.973208
4982950,UT,West Jordan,Salt Lake,91444,40.599891,-111.994574
5010675,VT,Burlington,Chittenden,38531,44.488093,-73.226177
5101000,VA,Alexandria,Alexandria IC,135337,38.821,-77.086178
5103000,VA,Arlington CDP,Arlington,195965,38.878726,-77.101909
5107784,VA,Blacksburg,Montgomery,39130,37.232748,-80.428414
5114968,VA,Charlottesville,Charlottesville IC,40437,38.03745,-78.485745
5116000,VA,Chesapeake,Chesapeake IC,218968,36.678812,-76.308771
5121344,VA,Danville,Danville IC,46143,36.583187,-79.4083
5135000,VA,Hampton,Hampton IC,145579,37.05515,-76.29191
5135624,VA,Harrisonburg,Harrisonburg IC,40438,38.436724,-78.873976
5144984,VA,Leesburg,Loudoun,36269,39.10469,-77.556079
5147672,VA,Lynchburg,Lynchburg IC,66973,37.401217,-79.191434
5148952,VA,Manassas,Manassas IC,37569,38.7474,-77.485372
5156000,VA,Newport News,Newport News IC,179899,37.07585,-76.51416
5157000,VA,Norfolk,Norfolk IC,231954,36.9232,-76.244943
5161832,VA,Petersburg,Petersburg IC,32604,37.20435,-77.392576
5164000,VA,Portsmouth,Portsmouth IC,100169,36.855534,-76.35641
5167000,VA,Richmond,Richmond IC,193777,37.53105,-77.474584
5168000,VA,Roanoke,Roanoke IC,92631,37.2784,-79.958399
5176432,VA,Suffolk,Suffolk IC,78994,36.703293,-76.638147
5182000,VA,Virginia Beach,Virginia Beach IC,438415,36.739356,-76.043668
5303180,WA,Auburn,"King, Pierce",47086,47.299,-122.2118
5305210,WA,Bellevue,King,117137,47.603393,-122.155018
5305280,WA,Bellingham,Whatcom,74547,48.744048,-122.46687
5307380,WA,Bothell,"King, Snohomish",30916,47.760033,-122.196884
5307695,WA,Bremerton,Kitsap,37828,47.5489,-122.701999
5308850,WA,Burien,King,30737,47.464933,-122.346408
5317635,WA,Des Moines,King,28767,47.3955,-122.309469
5320750,WA,Edmonds,Snohomish,39937,47.8259,-122.367931
5322640,WA,Everett,Snohomish,96604,47.963257,-122.19859
5323515,WA,Federal Way,King,83088,47.31187,-122.340805
5335275,WA,Kennewick,Benton,60997,46.203051,-119.17038
5335415,WA,Kent,King,81800,47.3943,-122.238533
5335940,WA,Kirkland,King,45814,47.6846,-122.193939
5336745,WA,Lacey,Thurston,33368,47.03305,-122.805796
5338038,WA,Lakewood,Pierce,57671,47.16185,-122.53018
5340245,WA,Longview,Cowlitz,36137,46.146499,-122.954952
5340840,WA,Lynnwood,Snohomish,33504,47.82725,-122.304263
5343955,WA,Marysville,Snohomish,29889,48.059513,-122.15471
5347560,WA,Mount Vernon,Skagit,29271,48.421735,-122.314498
5351300,WA,Olympia,Thurston,44114,47.041917,-122.893766
5353545,WA,Pasco,Franklin,46494,46.252067,-119.127763
5356695,WA,Puyallup,Pierce,35861,47.181946,-122.28416
5357535,WA,Redmond,King,47579,47.6742,-122.114799
5357745,WA,Renton,King,55817,47.481883,-122.196616
5358235,WA,Richland,Benton,44317,46.294,-119.29072
5362288,WA,SeaTac,King,25081,47.443483,-122.297767
5363000,WA,Seattle,King,573911,47.6218,-122.350326
5367000,WA,Spokane,Spokane,196818,47.6723,-117.414024
5370000,WA,Tacoma,Pierce,195898,47.252,-122.459766
5373465,WA,University Place,Pierce,30425,47.219098,-122.54244
5374060,WA,Vancouver,Clark,157493,45.6342,-122.643272
5375775,WA,Walla Walla,Walla Walla,30989,46.066902,-118.341229
5377105,WA,Wenatchee,Chelan,29374,47.425661,-120.324928
5380010,WA,Yakima,Yakima,81214,46.592633,-120.528908
5414600,WV,Charleston,Kanawha,51176,38.35055,-81.630439
5439460,WV,Huntington,"Cabell, Wayne",49198,38.41295,-82.433767
5455756,WV,Morgan,Monongalia,28292,39.635649,-79.949772
5462140,WV,Parkersburg,Wood,32020,39.263967,-81.542969
5486452,WV,Wheeling,"Marshall, Ohio",29639,40.075067,-80.696995
5502375,WI,Appleton,"Calumet, Outagamie, Winnebago",70217,44.266333,-88.396278
5506500,WI,Beloit,Rock,35621,42.52375,-89.020098
5510025,WI,Brookfield,Waukesha,39656,43.0628,-88.119761
5522300,WI,Eau Claire,"Chippewa, Eau Claire",62570,44.82115,-91.492274
5526275,WI,Fond du Lac,Fond du Lac,42435,43.7733,-88.445511
5527300,WI,Franklin,Milwaukee,33263,42.8863,-88.009824
5531000,WI,Green Bay,Brown,101203,44.5216,-87.98975
5531175,WI,Greenfield,Milwaukee,35753,42.962767,-88.005603
5537825,WI,Janesville,Rock,61962,42.68465,-89.015552
5539225,WI,Kenosha,Kenosha,95240,42.5841,-87.854549
5540775,WI,La Crosse,La Crosse,50287,43.82695,-91.233899
5548000,WI,Madison,Dane,221551,43.0798,-89.387519
5548500,WI,Manitowoc,Manitowoc,33917,44.098633,-87.67742
5551000,WI,Menomonee Falls,Waukesha,34125,43.147168,-88.125927
5553000,WI,Milwaukee,"Milwaukee, Washington, Waukesha",578887,43.06335,-87.966623
5556375,WI,New Berlin,Waukesha,38547,42.972783,-88.129221
5558800,WI,Oak Creek,Milwaukee,32312,42.8823,-87.897301
5560500,WI,Oshkosh,Winnebago,63485,44.017767,-88.553991
5566000,WI,Racine,Racine,79392,42.7282,-87.807099
5572975,WI,Sheboygan,Sheboygan,48872,43.7457,-87.730071
5578650,WI,Superior,Douglas,26779,46.69687,-92.059603
5584250,WI,Waukesha,Waukesha,67658,43.012467,-88.238208
5584475,WI,Wausau,Marathon,37292,44.9617,-89.644504
5584675,WI,Wauwatosa,Milwaukee,45014,43.0621,-88.033597
5585300,WI,West Allis,Milwaukee,58798,43.00725,-88.030023
5585350,WI,West Bend,Washington,29549,43.422784,-88.184227
5613150,WY,Casper,Natrona,51738,42.8326,-106.32934
5613900,WY,Cheyenne,Laramie,55731,41.14545,-104.792349
5645050,WY,Laramie,Albany,26050,41.31088,-105.583037
